#1
double height(101,3)

  0.0000000e+000  2.7790757e-001 -2.5222679e-001
  1.0000000e-002  2.7582861e-001 -1.7828640e-001
  2.0000000e-002  2.7433286e-001 -1.3587730e-001
  3.0000000e-002  2.7310422e-001 -1.2499950e-001
  4.0000000e-002  2.7182657e-001 -1.4565299e-001
  5.0000000e-002  2.7018382e-001 -1.9775503e-001
  6.0000000e-002  2.6786151e-001 -2.7670573e-001
  7.0000000e-002  2.6463576e-001 -3.7123201e-001
  8.0000000e-002  2.6041817e-001 -4.6686813e-001
  9.0000000e-002  2.5527488e-001 -5.0845279e-001
  1.0000000e-001  2.5022350e-001 -4.3266283e-001
  1.1000000e-001  2.4659983e-001 -2.8100347e-001
  1.2000000e-001  2.4458927e-001 -1.5832873e-001
  1.3000000e-001  2.4342528e-001 -1.0787108e-001
  1.4000000e-001  2.4242642e-001 -9.7780248e-002
  1.5000000e-001  2.4146475e-001 -9.2062137e-002
  1.6000000e-001  2.4058053e-001 -8.2492346e-002
  1.7000000e-001  2.3981075e-001 -7.1152889e-002
  1.8000000e-001  2.3915389e-001 -6.1193600e-002
  1.9000000e-001  2.3858379e-001 -5.3866643e-002
  2.0000000e-001  2.3807384e-001 -4.9192295e-002
  2.1000000e-001  2.3759746e-001 -4.7170557e-002
  2.2000000e-001  2.3712805e-001 -4.7801430e-002
  2.3000000e-001  2.3663903e-001 -5.1032936e-002
  2.4000000e-001  2.3610483e-001 -5.0898534e-002
  2.5000000e-001  2.3561849e-001 -3.0192979e-002
  2.6000000e-001  2.3549945e-001  2.3644659e-002
  2.7000000e-001  2.3609258e-001  1.0659930e-001
  2.8000000e-001  2.3763680e-001  1.8148649e-001
  2.9000000e-001  2.3973145e-001  2.0633113e-001
  3.0000000e-001  2.4177382e-001  1.8817104e-001
  3.1000000e-001  2.4350435e-001  1.5347293e-001
  3.2000000e-001  2.4485101e-001  1.1212569e-001
  3.3000000e-001  2.4575251e-001  7.6864085e-002
  3.4000000e-001  2.4639216e-001  7.3346687e-002
  3.5000000e-001  2.4722314e-001  1.1263368e-001
  3.6000000e-001  2.4865051e-001  1.7115252e-001
  3.7000000e-001  2.5065482e-001  2.1886400e-001
  3.8000000e-001  2.5303882e-001  2.4844473e-001
  3.9000000e-001  2.5563622e-001  2.7273056e-001
  4.0000000e-001  2.5850717e-001  3.0794843e-001
  4.1000000e-001  2.6181071e-001  3.5177821e-001
  4.2000000e-001  2.6556045e-001  3.7155118e-001
  4.3000000e-001  2.6926045e-001  3.3630617e-001
  4.4000000e-001  2.7230352e-001  2.4360194e-001
  4.5000000e-001  2.7414476e-001  1.2111618e-001
  4.6000000e-001  2.7473195e-001  5.1027012e-003
  4.7000000e-001  2.7424707e-001 -9.1549289e-002
  4.8000000e-001  2.7289635e-001 -1.5295348e-001
  4.9000000e-001  2.7118030e-001 -1.5421577e-001
  5.0000000e-001  2.6980427e-001 -8.4913559e-002
  5.1000000e-001  2.6947775e-001  5.2841231e-002
  5.2000000e-001  2.7086375e-001  2.2439960e-001
  5.3000000e-001  2.7397705e-001  3.7370279e-001
  5.4000000e-001  2.7835663e-001  4.7648125e-001
  5.5000000e-001  2.8353067e-001  5.4039881e-001
  5.6000000e-001  2.8919183e-001  5.9800308e-001
  5.7000000e-001  2.9552087e-001  6.7813071e-001
  5.8000000e-001  3.0278861e-001  7.8520006e-001
  5.9000000e-001  3.1126442e-001  9.0432325e-001
  6.0000000e-001  3.2092063e-001  9.8819239e-001
  6.1000000e-001  3.3107806e-001  1.0000000e+000
  6.2000000e-001  3.4097101e-001  9.3543375e-001
  6.3000000e-001  3.4983385e-001  7.9537520e-001
  6.4000000e-001  3.5691859e-001  6.0926366e-001
  6.5000000e-001  3.6204982e-001  4.3975097e-001
  6.6000000e-001  3.6573576e-001  3.2293119e-001
  6.7000000e-001  3.6852471e-001  2.5812644e-001
  6.8000000e-001  3.7091130e-001  2.1115058e-001
  6.9000000e-001  3.7275836e-001  1.2998450e-001
  7.0000000e-001  3.7351753e-001 -3.7103995e-003
  7.1000000e-001  3.7268397e-001 -1.5639236e-001
  7.2000000e-001  3.7038181e-001 -2.7543480e-001
  7.3000000e-001  3.6716139e-001 -3.3630374e-001
  7.4000000e-001  3.6363879e-001 -3.1142624e-001
  7.5000000e-001  3.6091718e-001 -1.6464858e-001
  7.6000000e-001  3.6033752e-001  7.1678755e-002
  7.7000000e-001  3.6235436e-001  2.6641723e-001
  7.8000000e-001  3.6567929e-001  3.2650042e-001
  7.9000000e-001  3.6890082e-001  2.5772586e-001
  8.0000000e-001  3.7084679e-001  9.9050608e-002
  8.1000000e-001  3.7088683e-001 -8.5645876e-002
